"","state","county_name","population","total_votes","proportion_democrat","tercile"
"350","FLORIDA","ST JOHNS",NA,174796,0.365282958420101,1
"351","FLORIDA","ST LUCIE",NA,170968,0.492121332647045,0
"352","FLORIDA","SUMTER",NA,92102,0.318570715076763,1
"353","FLORIDA","SUWANNEE",NA,20895,0.214644651830581,1
"354","FLORIDA","TAYLOR",NA,10050,0.228756218905473,1
"355","FLORIDA","UNION",NA,6186,0.170223084384093,1
"356","FLORIDA","VOLUSIA",NA,304396,0.428964243945387,1
"357","FLORIDA","WAKULLA",NA,18225,0.29360768175583,1
"358","FLORIDA","WALTON",NA,43285,0.238835624350237,1
"359","FLORIDA","WASHINGTON",NA,12223,0.192015053587499,1
"360","GEORGIA","APPLING",NA,8305,0.214208308248043,1
"361","GEORGIA","ATKINSON",NA,3125,0.264,1
"362","GEORGIA","BACON",NA,4643,0.134611242730993,1
"363","GEORGIA","BAKER",NA,1549,0.420916720464816,1
"364","GEORGIA","BALDWIN",NA,18043,0.506567643961647,0
"365","GEORGIA","BANKS",NA,8727,0.106795004010542,1
"366","GEORGIA","BARROW",NA,37257,0.280564726091741,1
"367","GEORGIA","BARTOW",NA,49766,0.242977132982357,1
"368","GEORGIA","BEN HILL",NA,6502,0.367886804060289,1
"369","GEORGIA","BERRIEN",NA,7688,0.16506243496358,1
"370","GEORGIA","BIBB",NA,70053,0.620501620201847,-1
"371","GEORGIA","BLECKLEY",NA,5639,0.232488029792516,1
"372","GEORGIA","BRANTLEY",NA,7690,0.0908972691807542,1
"373","GEORGIA","BROOKS",NA,7050,0.395744680851064,1
"374","GEORGIA","BRYAN",NA,20983,0.321164752418625,1
"375","GEORGIA","BULLOCH",NA,29629,0.379459313510412,1
"376","GEORGIA","BURKE",NA,10609,0.490998209067773,0
"377","GEORGIA","BUTTS",NA,11680,0.280308219178082,1
"378","GEORGIA","CALHOUN",NA,2183,0.577187356848374,-1
"379","GEORGIA","CAMDEN",NA,23218,0.343138943922819,1
"380","GEORGIA","CANDLER",NA,4402,0.28827805542935,1
"381","GEORGIA","CARROLL",NA,53714,0.302304799493614,1
"382","GEORGIA","CATOOSA",NA,32099,0.215956883392006,1
"383","GEORGIA","CHARLTON",NA,4522,0.243918620079611,1
"384","GEORGIA","CHATHAM",NA,131491,0.59512818367797,-1
"385","GEORGIA","CHATTAHOOCHEE",NA,1547,0.431157078215902,1
"386","GEORGIA","CHATTOOGA",NA,9918,0.186932849364791,1
"387","GEORGIA","CHEROKEE",NA,142381,0.300559765699075,1
"388","GEORGIA","CLARKE",NA,50494,0.713906602764685,-1
"389","GEORGIA","CLAY",NA,1427,0.553608969866853,-1
"390","GEORGIA","CLAYTON",NA,111289,0.857910485313014,-1
