"","state_lower","zipcode","county"
"30582","nevada","89704","Washoe"
"30583","nevada","89705","Douglas"
"30584","nevada","89706","Carson City"
"30585","nevada","89801","Elko"
"30586","nevada","89815","Elko"
"30587","nevada","89820","Lander"
"30588","nevada","89821","Eureka"
"30589","nevada","89822","Eureka"
"30590","nevada","89823","Elko"
"30591","nevada","89825","Elko"
"30592","nevada","89826","Elko"
"30593","nevada","89828","Elko"
"30594","nevada","89830","Elko"
"30595","nevada","89831","Elko"
"30596","nevada","89832","Elko"
"30597","nevada","89833","Elko"
"30598","nevada","89834","Elko"
"30599","nevada","89835","Elko"
"30600","nevada","89883","Elko"
"30601","california","90001","Los Angeles"
"30602","california","90002","Los Angeles"
"30603","california","90003","Los Angeles"
"30604","california","90004","Los Angeles"
"30605","california","90005","Los Angeles"
"30606","california","90006","Los Angeles"
"30607","california","90007","Los Angeles"
"30608","california","90008","Los Angeles"
"30609","california","90010","Los Angeles"
"30610","california","90011","Los Angeles"
"30611","california","90012","Los Angeles"
"30612","california","90013","Los Angeles"
"30613","california","90014","Los Angeles"
"30614","california","90015","Los Angeles"
"30615","california","90016","Los Angeles"
"30616","california","90017","Los Angeles"
"30617","california","90018","Los Angeles"
"30618","california","90019","Los Angeles"
"30619","california","90020","Los Angeles"
"30620","california","90021","Los Angeles"
"30621","california","90022","Los Angeles"
"30622","california","90023","Los Angeles"
"30623","california","90024","Los Angeles"
"30624","california","90025","Los Angeles"
"30625","california","90026","Los Angeles"
"30626","california","90027","Los Angeles"
"30627","california","90028","Los Angeles"
"30628","california","90029","Los Angeles"
"30629","california","90031","Los Angeles"
"30630","california","90032","Los Angeles"
"30631","california","90033","Los Angeles"
"30632","california","90034","Los Angeles"
"30633","california","90035","Los Angeles"
"30634","california","90036","Los Angeles"
"30635","california","90037","Los Angeles"
"30636","california","90038","Los Angeles"
"30637","california","90039","Los Angeles"
"30638","california","90040","Los Angeles"
"30639","california","90041","Los Angeles"
"30640","california","90042","Los Angeles"
"30641","california","90043","Los Angeles"
"30642","california","90044","Los Angeles"
"30643","california","90045","Los Angeles"
"30644","california","90046","Los Angeles"
"30645","california","90047","Los Angeles"
"30646","california","90048","Los Angeles"
"30647","california","90049","Los Angeles"
"30648","california","90052","Los Angeles"
"30649","california","90056","Los Angeles"
"30650","california","90057","Los Angeles"
"30651","california","90058","Los Angeles"
"30652","california","90059","Los Angeles"
"30653","california","90061","Los Angeles"
"30654","california","90062","Los Angeles"
"30655","california","90063","Los Angeles"
"30656","california","90064","Los Angeles"
"30657","california","90065","Los Angeles"
"30658","california","90066","Los Angeles"
"30659","california","90067","Los Angeles"
"30660","california","90068","Los Angeles"
"30661","california","90069","Los Angeles"
"30662","california","90071","Los Angeles"
"30663","california","90073","Los Angeles"
"30664","california","90077","Los Angeles"
"30665","california","90079","Los Angeles"
"30666","california","90089","Los Angeles"
"30667","california","90094","Los Angeles"
"30668","california","90095","Los Angeles"
"30669","california","90201","Los Angeles"
"30670","california","90210","Los Angeles"
"30671","california","90211","Los Angeles"
"30672","california","90212","Los Angeles"
"30673","california","90220","Los Angeles"
"30674","california","90221","Los Angeles"
"30675","california","90222","Los Angeles"
"30676","california","90230","Los Angeles"
"30677","california","90232","Los Angeles"
"30678","california","90240","Los Angeles"
"30679","california","90241","Los Angeles"
"30680","california","90242","Los Angeles"
"30681","california","90245","Los Angeles"
"30682","california","90247","Los Angeles"
"30683","california","90248","Los Angeles"
"30684","california","90249","Los Angeles"
"30685","california","90250","Los Angeles"
"30686","california","90254","Los Angeles"
"30687","california","90255","Los Angeles"
"30688","california","90260","Los Angeles"
"30689","california","90262","Los Angeles"
"30690","california","90263","Los Angeles"
"30691","california","90265","Los Angeles"
"30692","california","90266","Los Angeles"
"30693","california","90270","Los Angeles"
"30694","california","90272","Los Angeles"
"30695","california","90274","Los Angeles"
"30696","california","90275","Los Angeles"
"30697","california","90277","Los Angeles"
"30698","california","90278","Los Angeles"
"30699","california","90280","Los Angeles"
"30700","california","90290","Los Angeles"
"30701","california","90291","Los Angeles"
"30702","california","90292","Los Angeles"
"30703","california","90293","Los Angeles"
"30704","california","90301","Los Angeles"
"30705","california","90302","Los Angeles"
"30706","california","90303","Los Angeles"
"30707","california","90304","Los Angeles"
"30708","california","90305","Los Angeles"
"30709","california","90401","Los Angeles"
"30710","california","90402","Los Angeles"
"30711","california","90403","Los Angeles"
"30712","california","90404","Los Angeles"
"30713","california","90405","Los Angeles"
"30714","california","90501","Los Angeles"
"30715","california","90502","Los Angeles"
"30716","california","90503","Los Angeles"
"30717","california","90504","Los Angeles"
"30718","california","90505","Los Angeles"
"30719","california","90506","Los Angeles"
"30720","california","90601","Los Angeles"
"30721","california","90602","Los Angeles"
"30722","california","90603","Los Angeles"
"30723","california","90604","Los Angeles"
"30724","california","90605","Los Angeles"
"30725","california","90606","Los Angeles"
"30726","california","90620","Orange"
"30727","california","90621","Orange"
"30728","california","90623","Orange"
"30729","california","90630","Orange"
"30730","california","90631","Orange"
"30731","california","90638","Los Angeles"
"30732","california","90639","Los Angeles"
"30733","california","90640","Los Angeles"
"30734","california","90650","Los Angeles"
"30735","california","90660","Los Angeles"
"30736","california","90670","Los Angeles"
"30737","california","90680","Orange"
"30738","california","90701","Los Angeles"
"30739","california","90703","Los Angeles"
"30740","california","90704","Los Angeles"
"30741","california","90706","Los Angeles"
"30742","california","90710","Los Angeles"
"30743","california","90712","Los Angeles"
"30744","california","90713","Los Angeles"
"30745","california","90715","Los Angeles"
"30746","california","90716","Los Angeles"
"30747","california","90717","Los Angeles"
"30748","california","90720","Orange"
"30749","california","90723","Los Angeles"
"30750","california","90731","Los Angeles"
"30751","california","90732","Los Angeles"
"30752","california","90740","Orange"
"30753","california","90742","Orange"
"30754","california","90743","Orange"
"30755","california","90744","Los Angeles"
"30756","california","90745","Los Angeles"
"30757","california","90746","Los Angeles"
"30758","california","90747","Los Angeles"
"30759","california","90755","Los Angeles"
"30760","california","90802","Los Angeles"
"30761","california","90803","Los Angeles"
"30762","california","90804","Los Angeles"
"30763","california","90805","Los Angeles"
"30764","california","90806","Los Angeles"
"30765","california","90807","Los Angeles"
"30766","california","90808","Los Angeles"
"30767","california","90810","Los Angeles"
"30768","california","90813","Los Angeles"
"30769","california","90814","Los Angeles"
"30770","california","90815","Los Angeles"
"30771","california","90822","Los Angeles"
"30772","california","90831","Los Angeles"
"30773","california","90840","Los Angeles"
"30774","california","91001","Los Angeles"
"30775","california","91006","Los Angeles"
"30776","california","91007","Los Angeles"
"30777","california","91008","Los Angeles"
"30778","california","91010","Los Angeles"
"30779","california","91011","Los Angeles"
"30780","california","91016","Los Angeles"
"30781","california","91020","Los Angeles"
"30782","california","91024","Los Angeles"
"30783","california","91030","Los Angeles"
"30784","california","91040","Los Angeles"
"30785","california","91042","Los Angeles"
"30786","california","91046","Los Angeles"
"30787","california","91101","Los Angeles"
"30788","california","91103","Los Angeles"
"30789","california","91104","Los Angeles"
"30790","california","91105","Los Angeles"
"30791","california","91106","Los Angeles"
"30792","california","91107","Los Angeles"
"30793","california","91108","Los Angeles"
"30794","california","91125","Los Angeles"
"30795","california","91201","Los Angeles"
"30796","california","91202","Los Angeles"
"30797","california","91203","Los Angeles"
"30798","california","91204","Los Angeles"
"30799","california","91205","Los Angeles"
"30800","california","91206","Los Angeles"
"30801","california","91207","Los Angeles"
"30802","california","91208","Los Angeles"
"30803","california","91210","Los Angeles"
"30804","california","91214","Los Angeles"
"30805","california","91301","Los Angeles"
"30806","california","91302","Los Angeles"
"30807","california","91303","Los Angeles"
"30808","california","91304","Los Angeles"
"30809","california","91306","Los Angeles"
"30810","california","91307","Los Angeles"
"30811","california","91311","Los Angeles"
"30812","california","91316","Los Angeles"
"30813","california","91320","Ventura"
"30814","california","91321","Los Angeles"
"30815","california","91324","Los Angeles"
"30816","california","91325","Los Angeles"
"30817","california","91326","Los Angeles"
"30818","california","91330","Los Angeles"
"30819","california","91331","Los Angeles"
"30820","california","91335","Los Angeles"
"30821","california","91340","Los Angeles"
"30822","california","91342","Los Angeles"
"30823","california","91343","Los Angeles"
"30824","california","91344","Los Angeles"
"30825","california","91345","Los Angeles"
"30826","california","91350","Los Angeles"
"30827","california","91351","Los Angeles"
"30828","california","91352","Los Angeles"
"30829","california","91354","Los Angeles"
"30830","california","91355","Los Angeles"
"30831","california","91356","Los Angeles"
"30832","california","91360","Ventura"
"30833","california","91361","Ventura"
"30834","california","91362","Ventura"
"30835","california","91364","Los Angeles"
"30836","california","91367","Los Angeles"
"30837","california","91371","Los Angeles"
"30838","california","91377","Ventura"
"30839","california","91381","Los Angeles"
"30840","california","91384","Los Angeles"
"30841","california","91387","Los Angeles"
"30842","california","91390","Los Angeles"
"30843","california","91401","Los Angeles"
"30844","california","91402","Los Angeles"
"30845","california","91403","Los Angeles"
"30846","california","91405","Los Angeles"
"30847","california","91406","Los Angeles"
"30848","california","91411","Los Angeles"
"30849","california","91423","Los Angeles"
"30850","california","91436","Los Angeles"
"30851","california","91501","Los Angeles"
"30852","california","91502","Los Angeles"
"30853","california","91504","Los Angeles"
"30854","california","91505","Los Angeles"
"30855","california","91506","Los Angeles"
"30856","california","91601","Los Angeles"
"30857","california","91602","Los Angeles"
"30858","california","91604","Los Angeles"
"30859","california","91605","Los Angeles"
"30860","california","91606","Los Angeles"
"30861","california","91607","Los Angeles"
"30862","california","91608","Los Angeles"
"30863","california","91701","San Bernardino"
"30864","california","91702","Los Angeles"
"30865","california","91706","Los Angeles"
"30866","california","91708","San Bernardino"
"30867","california","91709","San Bernardino"
"30868","california","91710","San Bernardino"
"30869","california","91711","Los Angeles"
"30870","california","91722","Los Angeles"
"30871","california","91723","Los Angeles"
"30872","california","91724","Los Angeles"
"30873","california","91730","San Bernardino"
"30874","california","91731","Los Angeles"
"30875","california","91732","Los Angeles"
"30876","california","91733","Los Angeles"
"30877","california","91737","San Bernardino"
"30878","california","91739","San Bernardino"
"30879","california","91740","Los Angeles"
"30880","california","91741","Los Angeles"
"30881","california","91744","Los Angeles"
"30882","california","91745","Los Angeles"
"30883","california","91746","Los Angeles"
"30884","california","91748","Los Angeles"
"30885","california","91750","Los Angeles"
"30886","california","91752","Riverside"
"30887","california","91754","Los Angeles"
"30888","california","91755","Los Angeles"
"30889","california","91759","Los Angeles"
"30890","california","91761","San Bernardino"
"30891","california","91762","San Bernardino"
"30892","california","91763","San Bernardino"
"30893","california","91764","San Bernardino"
"30894","california","91765","Los Angeles"
"30895","california","91766","Los Angeles"
"30896","california","91767","Los Angeles"
"30897","california","91768","Los Angeles"
"30898","california","91770","Los Angeles"
"30899","california","91773","Los Angeles"
"30900","california","91775","Los Angeles"
"30901","california","91776","Los Angeles"
"30902","california","91780","Los Angeles"
"30903","california","91784","San Bernardino"
"30904","california","91786","San Bernardino"
"30905","california","91789","Los Angeles"
"30906","california","91790","Los Angeles"
"30907","california","91791","Los Angeles"
"30908","california","91792","Los Angeles"
"30909","california","91801","Los Angeles"
"30910","california","91803","Los Angeles"
"30911","california","91901","San Diego"
"30912","california","91902","San Diego"
"30913","california","91905","San Diego"
"30914","california","91906","San Diego"
"30915","california","91910","San Diego"
"30916","california","91911","San Diego"
"30917","california","91913","San Diego"
"30918","california","91914","San Diego"
"30919","california","91915","San Diego"
"30920","california","91916","San Diego"
"30921","california","91917","San Diego"
"30922","california","91931","San Diego"
"30923","california","91932","San Diego"
"30924","california","91934","San Diego"
"30925","california","91935","San Diego"
"30926","california","91941","San Diego"
"30927","california","91942","San Diego"
"30928","california","91945","San Diego"
"30929","california","91948","San Diego"
"30930","california","91950","San Diego"
"30931","california","91962","San Diego"
"30932","california","91963","San Diego"
"30933","california","91977","San Diego"
"30934","california","91978","San Diego"
"30935","california","91980","San Diego"
"30936","california","92003","San Diego"
"30937","california","92004","San Diego"
"30938","california","92007","San Diego"
"30939","california","92008","San Diego"
"30940","california","92009","San Diego"
"30941","california","92010","San Diego"
"30942","california","92011","San Diego"
"30943","california","92014","San Diego"
"30944","california","92019","San Diego"
"30945","california","92020","San Diego"
"30946","california","92021","San Diego"
"30947","california","92024","San Diego"
"30948","california","92025","San Diego"
"30949","california","92026","San Diego"
"30950","california","92027","San Diego"
"30951","california","92028","San Diego"
"30952","california","92029","San Diego"
"30953","california","92036","San Diego"
"30954","california","92037","San Diego"
"30955","california","92040","San Diego"
"30956","california","92054","San Diego"
"30957","california","92055","San Diego"
"30958","california","92056","San Diego"
"30959","california","92057","San Diego"
"30960","california","92058","San Diego"
"30961","california","92059","San Diego"
"30962","california","92060","San Diego"
"30963","california","92061","San Diego"
"30964","california","92064","San Diego"
"30965","california","92065","San Diego"
"30966","california","92066","San Diego"
"30967","california","92067","San Diego"
"30968","california","92069","San Diego"
"30969","california","92070","San Diego"
"30970","california","92071","San Diego"
"30971","california","92075","San Diego"
"30972","california","92078","San Diego"
"30973","california","92081","San Diego"
"30974","california","92082","San Diego"
"30975","california","92083","San Diego"
"30976","california","92084","San Diego"
"30977","california","92086","San Diego"
"30978","california","92091","San Diego"
"30979","california","92092","San Diego"
"30980","california","92093","San Diego"
"30981","california","92096","San Diego"
"30982","california","92101","San Diego"
"30983","california","92102","San Diego"
"30984","california","92103","San Diego"
"30985","california","92104","San Diego"
"30986","california","92105","San Diego"
"30987","california","92106","San Diego"
"30988","california","92107","San Diego"
"30989","california","92108","San Diego"
"30990","california","92109","San Diego"
"30991","california","92110","San Diego"
"30992","california","92111","San Diego"
"30993","california","92113","San Diego"
"30994","california","92114","San Diego"
"30995","california","92115","San Diego"
"30996","california","92116","San Diego"
"30997","california","92117","San Diego"
"30998","california","92118","San Diego"
"30999","california","92119","San Diego"
"31000","california","92120","San Diego"
"31001","california","92121","San Diego"
"31002","california","92122","San Diego"
"31003","california","92123","San Diego"
"31004","california","92124","San Diego"
"31005","california","92126","San Diego"
"31006","california","92127","San Diego"
"31007","california","92128","San Diego"
"31008","california","92129","San Diego"
"31009","california","92130","San Diego"
"31010","california","92131","San Diego"
"31011","california","92132","San Diego"
"31012","california","92134","San Diego"
"31013","california","92135","San Diego"
"31014","california","92136","San Diego"
"31015","california","92139","San Diego"
"31016","california","92140","San Diego"
"31017","california","92145","San Diego"
"31018","california","92147","San Diego"
"31019","california","92154","San Diego"
"31020","california","92155","San Diego"
"31021","california","92161","San Diego"
"31022","california","92173","San Diego"
"31023","california","92179","San Diego"
"31024","california","92182","San Diego"
"31025","california","92201","Riverside"
"31026","california","92203","Riverside"
"31027","california","92210","Riverside"
"31028","california","92211","Riverside"
"31029","california","92220","Riverside"
"31030","california","92222","Imperial"
"31031","california","92223","Riverside"
"31032","california","92225","Riverside"
"31033","california","92227","Imperial"
"31034","california","92230","Riverside"
"31035","california","92231","Imperial"
"31036","california","92233","Imperial"
"31037","california","92234","Riverside"
"31038","california","92236","Riverside"
"31039","california","92239","Riverside"
"31040","california","92240","Riverside"
"31041","california","92241","Riverside"
"31042","california","92242","San Bernardino"
"31043","california","92243","Imperial"
"31044","california","92249","Imperial"
"31045","california","92250","Imperial"
"31046","california","92251","Imperial"
"31047","california","92252","San Bernardino"
"31048","california","92253","Riverside"
"31049","california","92254","Riverside"
"31050","california","92256","San Bernardino"
"31051","california","92257","Imperial"
"31052","california","92258","Riverside"
"31053","california","92259","Imperial"
"31054","california","92260","Riverside"
"31055","california","92262","Riverside"
"31056","california","92264","Riverside"
"31057","california","92266","Imperial"
"31058","california","92267","San Bernardino"
"31059","california","92268","San Bernardino"
"31060","california","92270","Riverside"
"31061","california","92273","Imperial"
"31062","california","92274","Riverside"
"31063","california","92275","Imperial"
"31064","california","92276","Riverside"
"31065","california","92277","San Bernardino"
"31066","california","92278","San Bernardino"
"31067","california","92280","San Bernardino"
"31068","california","92281","Imperial"
"31069","california","92282","Riverside"
"31070","california","92283","Imperial"
"31071","california","92284","San Bernardino"
"31072","california","92285","San Bernardino"
"31073","california","92301","San Bernardino"
"31074","california","92304","San Bernardino"
"31075","california","92305","San Bernardino"
"31076","california","92307","San Bernardino"
"31077","california","92308","San Bernardino"
"31078","california","92309","San Bernardino"
"31079","california","92310","San Bernardino"
"31080","california","92311","San Bernardino"
"31081","california","92313","San Bernardino"
"31082","california","92314","San Bernardino"
"31083","california","92315","San Bernardino"
"31084","california","92316","San Bernardino"
"31085","california","92317","San Bernardino"
"31086","california","92320","Riverside"
"31087","california","92321","San Bernardino"
"31088","california","92322","San Bernardino"
"31089","california","92324","San Bernardino"
"31090","california","92325","San Bernardino"
"31091","california","92327","San Bernardino"
"31092","california","92328","Inyo"
"31093","california","92332","San Bernardino"
"31094","california","92333","San Bernardino"
"31095","california","92335","San Bernardino"
"31096","california","92336","San Bernardino"
"31097","california","92337","San Bernardino"
"31098","california","92338","San Bernardino"
"31099","california","92339","San Bernardino"
"31100","california","92341","San Bernardino"
"31101","california","92342","San Bernardino"
"31102","california","92344","San Bernardino"
"31103","california","92345","San Bernardino"
"31104","california","92346","San Bernardino"
"31105","california","92347","San Bernardino"
"31106","california","92350","San Bernardino"
"31107","california","92352","San Bernardino"
"31108","california","92354","San Bernardino"
"31109","california","92356","San Bernardino"
"31110","california","92358","San Bernardino"
"31111","california","92359","San Bernardino"
"31112","california","92363","San Bernardino"
"31113","california","92364","San Bernardino"
"31114","california","92365","San Bernardino"
"31115","california","92368","San Bernardino"
"31116","california","92369","San Bernardino"
"31117","california","92371","San Bernardino"
"31118","california","92372","San Bernardino"
"31119","california","92373","San Bernardino"
"31120","california","92374","San Bernardino"
"31121","california","92376","San Bernardino"
"31122","california","92377","San Bernardino"
"31123","california","92378","San Bernardino"
"31124","california","92382","San Bernardino"
"31125","california","92384","Inyo"
"31126","california","92385","San Bernardino"
"31127","california","92386","San Bernardino"
"31128","california","92389","Inyo"
"31129","california","92391","San Bernardino"
"31130","california","92392","San Bernardino"
"31131","california","92394","San Bernardino"
"31132","california","92395","San Bernardino"
"31133","california","92397","Los Angeles"
"31134","california","92398","San Bernardino"
"31135","california","92399","San Bernardino"
"31136","california","92401","San Bernardino"
"31137","california","92404","San Bernardino"
"31138","california","92405","San Bernardino"
"31139","california","92407","San Bernardino"
"31140","california","92408","San Bernardino"
"31141","california","92410","San Bernardino"
"31142","california","92411","San Bernardino"
"31143","california","92415","San Bernardino"
"31144","california","92501","Riverside"
"31145","california","92503","Riverside"
"31146","california","92504","Riverside"
"31147","california","92505","Riverside"
"31148","california","92506","Riverside"
"31149","california","92507","Riverside"
"31150","california","92508","Riverside"
"31151","california","92509","Riverside"
"31152","california","92518","Riverside"
"31153","california","92521","Riverside"
"31154","california","92530","Riverside"
"31155","california","92532","Riverside"
"31156","california","92536","Riverside"
"31157","california","92539","Riverside"
"31158","california","92543","Riverside"
"31159","california","92544","Riverside"
"31160","california","92545","Riverside"
"31161","california","92548","Riverside"
"31162","california","92549","Riverside"
"31163","california","92551","Riverside"
"31164","california","92553","Riverside"
"31165","california","92555","Riverside"
"31166","california","92557","Riverside"
"31167","california","92561","Riverside"
"31168","california","92562","Riverside"
"31169","california","92563","Riverside"
"31170","california","92567","Riverside"
"31171","california","92570","Riverside"
"31172","california","92571","Riverside"
"31173","california","92582","Riverside"
"31174","california","92583","Riverside"
"31175","california","92584","Riverside"
"31176","california","92585","Riverside"
"31177","california","92586","Riverside"
"31178","california","92587","Riverside"
"31179","california","92590","Riverside"
"31180","california","92591","Riverside"
"31181","california","92592","Riverside"
"31182","california","92595","Riverside"
"31183","california","92596","Riverside"
"31184","california","92602","Orange"
"31185","california","92603","Orange"
"31186","california","92604","Orange"
"31187","california","92606","Orange"
"31188","california","92610","Orange"
"31189","california","92612","Orange"
"31190","california","92614","Orange"
"31191","california","92617","Orange"
"31192","california","92618","Orange"
"31193","california","92620","Orange"
"31194","california","92624","Orange"
"31195","california","92625","Orange"
"31196","california","92626","Orange"
"31197","california","92627","Orange"
"31198","california","92629","Orange"
"31199","california","92630","Orange"
"31200","california","92637","Orange"
"31201","california","92646","Orange"
"31202","california","92647","Orange"
"31203","california","92648","Orange"
"31204","california","92649","Orange"
"31205","california","92651","Orange"
"31206","california","92653","Orange"
"31207","california","92655","Orange"
"31208","california","92656","Orange"
"31209","california","92657","Orange"
"31210","california","92660","Orange"
"31211","california","92661","Orange"
"31212","california","92662","Orange"
"31213","california","92663","Orange"
"31214","california","92672","San Diego"
"31215","california","92673","Orange"
"31216","california","92675","Orange"
"31217","california","92676","Orange"
"31218","california","92677","Orange"
"31219","california","92678","Orange"
"31220","california","92679","Orange"
"31221","california","92683","Orange"
"31222","california","92688","Orange"
"31223","california","92691","Orange"
"31224","california","92692","Orange"
"31225","california","92694","Orange"
"31226","california","92697","Orange"
"31227","california","92701","Orange"
"31228","california","92703","Orange"
"31229","california","92704","Orange"
"31230","california","92705","Orange"
"31231","california","92706","Orange"
"31232","california","92707","Orange"
"31233","california","92708","Orange"
"31234","california","92780","Orange"
"31235","california","92782","Orange"
"31236","california","92801","Orange"
"31237","california","92802","Orange"
"31238","california","92804","Orange"
"31239","california","92805","Orange"
"31240","california","92806","Orange"
"31241","california","92807","Orange"
"31242","california","92808","Orange"
"31243","california","92821","Orange"
"31244","california","92823","Orange"
"31245","california","92831","Orange"
"31246","california","92832","Orange"
"31247","california","92833","Orange"
"31248","california","92835","Orange"
"31249","california","92840","Orange"
"31250","california","92841","Orange"
"31251","california","92843","Orange"
"31252","california","92844","Orange"
"31253","california","92845","Orange"
"31254","california","92860","Riverside"
"31255","california","92861","Orange"
"31256","california","92865","Orange"
"31257","california","92866","Orange"
"31258","california","92867","Orange"
"31259","california","92868","Orange"
"31260","california","92869","Orange"
"31261","california","92870","Orange"
"31262","california","92879","Riverside"
"31263","california","92880","Riverside"
"31264","california","92881","Riverside"
"31265","california","92882","Riverside"
"31266","california","92883","Riverside"
"31267","california","92886","Orange"
"31268","california","92887","Orange"
"31269","california","93001","Ventura"
"31270","california","93003","Ventura"
"31271","california","93004","Ventura"
"31272","california","93010","Ventura"
"31273","california","93012","Ventura"
"31274","california","93013","Santa Barbara"
"31275","california","93015","Ventura"
"31276","california","93021","Ventura"
"31277","california","93022","Ventura"
"31278","california","93023","Ventura"
"31279","california","93030","Ventura"
"31280","california","93033","Ventura"
"31281","california","93035","Ventura"
"31282","california","93036","Ventura"
"31283","california","93040","Ventura"
"31284","california","93041","Ventura"
"31285","california","93042","Ventura"
"31286","california","93043","Ventura"
"31287","california","93060","Ventura"
"31288","california","93063","Ventura"
"31289","california","93064","Ventura"
"31290","california","93065","Ventura"
"31291","california","93066","Ventura"
"31292","california","93067","Santa Barbara"
"31293","california","93101","Santa Barbara"
"31294","california","93103","Santa Barbara"
"31295","california","93105","Santa Barbara"
"31296","california","93106","Santa Barbara"
"31297","california","93108","Santa Barbara"
"31298","california","93109","Santa Barbara"
"31299","california","93110","Santa Barbara"
"31300","california","93111","Santa Barbara"
"31301","california","93117","Santa Barbara"
"31302","california","93201","Tulare"
"31303","california","93202","Kings"
"31304","california","93203","Kern"
"31305","california","93204","Kings"
"31306","california","93205","Kern"
"31307","california","93206","Kern"
"31308","california","93207","Tulare"
"31309","california","93208","Tulare"
"31310","california","93210","Fresno"
"31311","california","93212","Kings"
"31312","california","93215","Kern"
"31313","california","93218","Tulare"
"31314","california","93219","Tulare"
"31315","california","93220","Kern"
"31316","california","93221","Tulare"
"31317","california","93222","Kern"
"31318","california","93223","Tulare"
"31319","california","93224","Kern"
"31320","california","93225","Ventura"
"31321","california","93226","Kern"
"31322","california","93227","Tulare"
"31323","california","93230","Kings"
"31324","california","93234","Fresno"
"31325","california","93235","Tulare"
"31326","california","93237","Tulare"
"31327","california","93238","Tulare"
"31328","california","93239","Kings"
"31329","california","93240","Kern"
"31330","california","93241","Kern"
"31331","california","93242","Fresno"
"31332","california","93243","Kern"
"31333","california","93244","Tulare"
"31334","california","93245","Kings"
"31335","california","93246","Kings"
"31336","california","93247","Tulare"
"31337","california","93249","Kern"
"31338","california","93250","Kern"
"31339","california","93251","Kern"
"31340","california","93252","Ventura"
"31341","california","93254","Santa Barbara"
"31342","california","93255","Kern"
"31343","california","93256","Tulare"
"31344","california","93257","Tulare"
"31345","california","93258","Tulare"
"31346","california","93260","Tulare"
"31347","california","93261","Tulare"
"31348","california","93262","Tulare"
"31349","california","93263","Kern"
"31350","california","93265","Tulare"
"31351","california","93266","Kings"
"31352","california","93267","Tulare"
"31353","california","93268","Kern"
"31354","california","93270","Tulare"
"31355","california","93271","Tulare"
"31356","california","93272","Tulare"
"31357","california","93274","Tulare"
"31358","california","93276","Kern"
"31359","california","93277","Tulare"
"31360","california","93280","Kern"
"31361","california","93283","Kern"
"31362","california","93285","Kern"
"31363","california","93286","Tulare"
"31364","california","93287","Kern"
"31365","california","93291","Tulare"
"31366","california","93292","Tulare"
"31367","california","93301","Kern"
"31368","california","93304","Kern"
"31369","california","93305","Kern"
"31370","california","93306","Kern"
"31371","california","93307","Kern"
"31372","california","93308","Kern"
"31373","california","93309","Kern"
"31374","california","93311","Kern"
"31375","california","93312","Kern"
"31376","california","93313","Kern"
"31377","california","93314","Kern"
"31378","california","93401","San Luis Obispo"
"31379","california","93402","San Luis Obispo"
"31380","california","93405","San Luis Obispo"
"31381","california","93407","San Luis Obispo"
"31382","california","93408","San Luis Obispo"
"31383","california","93409","San Luis Obispo"
"31384","california","93410","San Luis Obispo"
"31385","california","93420","San Luis Obispo"
"31386","california","93422","San Luis Obispo"
"31387","california","93424","San Luis Obispo"
"31388","california","93426","Monterey"
"31389","california","93427","Santa Barbara"
"31390","california","93428","San Luis Obispo"
"31391","california","93429","Santa Barbara"
"31392","california","93430","San Luis Obispo"
"31393","california","93432","San Luis Obispo"
"31394","california","93433","San Luis Obispo"
"31395","california","93434","Santa Barbara"
"31396","california","93436","Santa Barbara"
"31397","california","93437","Santa Barbara"
"31398","california","93440","Santa Barbara"
"31399","california","93441","Santa Barbara"
"31400","california","93442","San Luis Obispo"
"31401","california","93444","San Luis Obispo"
"31402","california","93445","San Luis Obispo"
"31403","california","93446","San Luis Obispo"
"31404","california","93449","San Luis Obispo"
"31405","california","93450","Monterey"
"31406","california","93451","Monterey"
"31407","california","93452","San Luis Obispo"
"31408","california","93453","San Luis Obispo"
"31409","california","93454","Santa Barbara"
"31410","california","93455","Santa Barbara"
"31411","california","93458","Santa Barbara"
"31412","california","93460","Santa Barbara"
"31413","california","93461","San Luis Obispo"
"31414","california","93463","Santa Barbara"
"31415","california","93465","San Luis Obispo"
"31416","california","93501","Kern"
"31417","california","93505","Kern"
"31418","california","93510","Los Angeles"
"31419","california","93512","Mono"
"31420","california","93513","Inyo"
"31421","california","93514","Mono"
"31422","california","93516","Kern"
"31423","california","93517","Mono"
"31424","california","93518","Kern"
"31425","california","93519","Kern"
"31426","california","93522","Inyo"
"31427","california","93523","Kern"
"31428","california","93524","Kern"
"31429","california","93526","Inyo"
"31430","california","93527","Tulare"
"31431","california","93528","Kern"
"31432","california","93529","Mono"
"31433","california","93530","Inyo"
"31434","california","93531","Kern"
"31435","california","93532","Los Angeles"
"31436","california","93534","Los Angeles"
"31437","california","93535","Los Angeles"
"31438","california","93536","Los Angeles"
"31439","california","93541","Mono"
"31440","california","93543","Los Angeles"
"31441","california","93544","Los Angeles"
"31442","california","93545","Inyo"
"31443","california","93546","Mono"
"31444","california","93549","Inyo"
"31445","california","93550","Los Angeles"
"31446","california","93551","Los Angeles"
"31447","california","93552","Los Angeles"
"31448","california","93553","Los Angeles"
"31449","california","93554","Kern"
"31450","california","93555","Kern"
"31451","california","93558","San Bernardino"
"31452","california","93560","Kern"
"31453","california","93561","Kern"
"31454","california","93562","San Bernardino"
"31455","california","93563","Los Angeles"
"31456","california","93581","Kern"
"31457","california","93591","Los Angeles"
"31458","california","93601","Madera"
"31459","california","93602","Fresno"
